Tiempo,Posiciones,Voltajes
1732741553.2773895,7.656,-0.968,-3.344,19.799999999999997,16.104,0.088,2.6399999999999997,-29.656,-5.632,-3.6079999999999997,0.43999999999999995,-11.264,11.7,11.9,11.8,11.8,11.7,11.6,11.7,11.5,11.8,11.8,11.8,11.6
1732741553.6614032,2.992,-0.968,-3.256,19.799999999999997,2.992,0.088,0.43999999999999995,-9.591999999999999,-0.528,-3.6079999999999997,0.264,-6.335999999999999,11.8,11.9,11.9,11.9,11.8,11.8,11.8,11.6,11.9,11.8,11.8,11.7
1732741554.0453904,1.8479999999999999,-0.968,-3.256,19.799999999999997,-0.176,0.088,0.43999999999999995,-6.776,-0.176,-3.6079999999999997,0.088,-6.159999999999999,11.8,11.9,11.9,11.9,11.8,11.8,11.8,11.6,11.9,11.8,11.8,11.6
1732741554.429342,1.5839999999999999,-0.968,-3.256,19.799999999999997,-0.176,0.088,0.43999999999999995,-6.6,-0.176,-3.6079999999999997,0.088,-6.159999999999999,11.8,11.9,11.9,11.8,11.8,11.8,11.8,11.6,11.9,11.8,11.8,11.6
1732741554.813316,1.496,-0.968,-3.256,19.799999999999997,-0.176,0.088,0.43999999999999995,-6.6,-0.176,-3.6079999999999997,0.088,-6.159999999999999,11.8,11.9,11.9,11.9,11.8,11.8,11.8,11.6,11.9,11.8,11.8,11.6
1732741555.197234,1.496,-0.968,-3.256,19.887999999999998,-0.176,0.088,0.43999999999999995,-6.6,-0.176,-3.6079999999999997,0.088,-6.159999999999999,11.8,11.9,11.9,11.9,11.8,11.8,11.8,11.7,11.9,11.8,11.8,11.6
1732741555.5812588,1.496,-0.968,-3.256,19.799999999999997,-0.176,0.088,0.43999999999999995,-6.6,-0.176,-3.6079999999999997,0.088,-6.072,11.8,11.9,11.9,11.9,11.8,11.8,11.8,11.6,11.9,11.8,11.8,11.6
1732741555.9652295,1.408,-0.968,-3.256,19.799999999999997,-0.176,0.088,0.43999999999999995,-6.6,-0.176,-3.6079999999999997,0.088,-6.159999999999999,11.8,11.9,11.9,11.9,11.8,11.8,11.8,11.7,11.9,11.8,11.8,11.6
1732741556.3491974,1.496,-1.056,-3.256,19.799999999999997,-0.176,0.088,0.43999999999999995,-6.6,-0.176,-3.6079999999999997,0.088,-6.072,11.8,11.9,11.9,11.9,11.8,11.8,11.8,11.6,11.9,11.8,11.8,11.6
1732741556.7331314,1.496,-0.968,-3.256,19.799999999999997,-0.176,0.088,0.43999999999999995,-6.6,-0.176,-3.6079999999999997,0.088,-6.159999999999999,11.8,11.9,11.9,11.9,11.8,11.8,11.8,11.6,11.9,11.8,11.8,11.6
1732741557.117161,1.496,-1.056,-3.256,19.799999999999997,-0.176,0.088,0.43999999999999995,-6.6,-0.176,-3.6079999999999997,0.088,-6.159999999999999,11.8,11.9,11.9,11.9,11.8,11.8,11.8,11.6,11.9,11.8,11.8,11.6
1732741557.5011053,1.496,-0.968,-3.256,19.799999999999997,-0.176,0.088,0.43999999999999995,-6.6,-0.176,-3.6079999999999997,0.088,-6.072,11.8,11.9,11.9,11.9,11.8,11.8,11.8,11.7,11.9,11.8,11.8,11.6
1732741557.8852541,1.408,-0.968,-3.256,19.799999999999997,-0.176,0.088,0.43999999999999995,-6.6,-0.176,-3.6079999999999997,0.088,-6.159999999999999,11.8,11.9,11.9,11.9,11.8,11.8,11.8,11.6,11.9,11.8,11.8,11.6
1732741558.2690434,1.408,-0.968,-3.256,19.799999999999997,-0.176,0.088,0.43999999999999995,-6.6,-0.176,-3.6079999999999997,0.088,-6.159999999999999,11.8,11.9,11.9,11.9,11.8,11.8,11.8,11.7,11.9,11.8,11.8,11.6
1732741558.6529813,1.496,-0.968,-3.256,19.799999999999997,-0.176,0.088,0.43999999999999995,-6.6,-0.176,-3.6079999999999997,0.088,-6.072,11.8,11.9,11.9,11.9,11.8,11.8,11.8,11.7,11.9,11.8,11.8,11.6
1732741559.0369833,1.496,-0.968,-3.256,19.887999999999998,-0.176,0.088,0.43999999999999995,-6.6,-0.176,-3.6079999999999997,0.088,-6.072,11.8,11.9,11.9,11.9,11.8,11.8,11.8,11.6,11.9,11.8,11.8,11.6
1732741559.4209795,1.496,-0.968,-3.256,19.887999999999998,-0.176,0.088,0.43999999999999995,-6.6,-0.176,-3.6079999999999997,0.088,-6.072,11.8,11.9,11.9,11.9,11.8,11.8,11.8,11.6,11.9,11.8,11.8,11.6
1732741559.8049197,1.496,-0.968,-3.256,19.799999999999997,-0.176,0.088,0.43999999999999995,-6.6,-0.176,-3.6079999999999997,0.088,-6.072,11.8,11.9,11.8,11.9,11.8,11.8,11.8,11.6,11.9,11.8,11.8,11.6
1732741560.1888978,1.496,-0.968,-3.256,19.799999999999997,-0.176,0.088,0.43999999999999995,-6.6,-0.176,-3.6079999999999997,0.088,-6.072,11.8,11.9,11.9,11.8,11.8,11.8,11.8,11.6,11.9,11.8,11.8,11.6
